SOURCE,SOURCEID,OBJECTID,VENUEID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,CAPACITY,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,URL,NAME2,NAME3,FORMERNM,STARTDATE,COMPLAINTS,ORDERS,COMPLAINT_ORDER_FACTOR,SOURCE_SYSTEM
Sterling Commerce,SCC_1949,357,863,ALLEN ARENA,1 UNIVERSITY PARK DRIVE,NASHVILLE,TN,37215,,(615) 966-1000,SINGLE USE,OPEN,5028,DAVIDSON,47037,USA,36.10370683,-86.7989268,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.lipscombsports.com/facilities/allenarena/,THE ARENA,,,2010-08-01,1,4,25,Salesforce
Sterling Commerce,SCC_1046,358,864,JOHN W. POPE JR. CONVOCATION CENTER,LESLIE CAMPBELL AVENUE AND MAIN STREET,BUIES CREEK,NC,27506,,(910) 893-1200,SINGLE USE,OPEN,3095,HARNETT,37085,USA,35.40781514,-78.73681656,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://gocamels.com/sports/2017/7/14/facilities-GoreArena.aspx,THE CONVOCATION CENTER,,,2019-11-01,1,4,25,Salesforce
Sterling Commerce,SCC_2501,359,865,KSU CONVOCATION CENTER,590 COBB AVENUE,KENNESAW,GA,30144,,(470) 578-6252,SINGLE USE,OPEN,4600,COBB,13067,USA,34.03687357,-84.58037714,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://ksuowls.com/sports/2012/7/18/GEN_0718122242.aspx?tab=ksuconvocationcenter,CONVOCATION CENTER,,,2012-03-01,1,2,50,Salesforce
Sterling Commerce,SCC_4526,360,866,CURB EVENT CENTER,2002 BELMONT BOULEVARD,NASHVILLE,TN,37212,,,SINGLE USE,OPEN,5085,DAVIDSON,47037,USA,36.13228103,-86.794575,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://belmont.prestosports.com/information/facilities/cec,CEC,,,2011-09-01,1,2,50,Salesforce
Sterling Commerce,SCC_4843,365,871,UNF ARENA,11852 UNIVERSITY OF NORTH FLORIDA DRIVE,JACKSONVILLE,FL,32224,,(904) 620-2999,SINGLE USE,OPEN,5800,DUVAL,48131,USA,30.27347173,-81.50798724,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://unfospreys.com/sports/2007/11/14/facilitiesarena.aspx?,,,,2013-12-01,1,2,50,Salesforce
Sterling Commerce,SCC_4122,366,872,HAWKINS ARENA,ADAMS STREET AND EDGEWOOD AVENUE,MACON,GA,31207,,(478) 301-5470,SINGLE USE,OPEN,3200,BIBB,13021,USA,32.82963001,-83.65102999,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://uc.mercer.edu/,,,UNIVERSITY CENTER,2017-01-01,1,4,25,Salesforce
Sterling Commerce,SCC_3369,368,874,PINNACLE BANK ARENA,400 PINNACLE ARENA DRIVE,LINCOLN,NE,68508,,(402) 904-4444,SINGLE USE,OPEN,14970,LANCASTER,31109,USA,40.817934,-96.712628,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://www.pinnaclebankarena.com/,,,,2018-05-01,1,2,50,Salesforce
Sterling Commerce,SCC_3658,372,878,FRED BRAMLAGE COLISEUM,1800 COLLEGE AVENUE,MANHATTAN,KS,66502,,(785) 532-7600,SINGLE USE,OPEN,12528,RILEY,20161,USA,39.20033962,-96.59380331,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.kstatesports.com/sports/2015/6/19/_131476205118409978.aspx,,,,2016-12-01,1,3,33,Salesforce
Sterling Commerce,SCC_3915,375,881,LLOYD NOBLE CENTER,2900 JENKINS AVENUE,NORMAN,OK,73072,,(405) 325-4666,SINGLE USE,OPEN,11528,CLEVELAND,40027,USA,35.1873343,-97.44428879,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://www.lloydnoblecenter.com/,,,,2014-10-01,1,3,33,Salesforce
Sterling Commerce,SCC_4464,380,886,ALUMNI ARENA,175 WEBSTER ROAD,AMHERST,NY,14221,,(716) 645-2286,SINGLE USE,OPEN,6100,ERIE,39043,USA,42.99988001,-78.78133,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.ubbulls.com/facilities/alumni_arena,,,,2017-12-01,1,3,33,Salesforce
Sterling Commerce,SCC_3908,382,888,JOHN E. WORTHEN ARENA,1699 W. WEST BETHEL AVENUE,MUNCIE,IN,47304,,(765) 285-8708,SINGLE USE,OPEN,11500,DELAWARE,19055,USA,40.20709781,-85.40606794,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://ballstatesports.com/sports/2009/8/21/204779309.aspx,,,,2016-10-01,1,4,25,Salesforce
Sterling Commerce,SCC_4039,383,889,ATHLETICS-RECREATION CENTER,1009 UNION STREET,VALPARAISO,IN,46383,,(219) 464-5211,SINGLE USE,OPEN,5000,PORTER,18127,USA,41.46445723,-87.04842398,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.valpoathletics.com/facilities/reccenter/#.VLUvnph0xaQ,,,,2010-04-01,1,2,50,Salesforce
Sterling Commerce,SCC_2871,384,890,CARVER ARENA,201 SW JEFFERSON STREET,PEORIA,IL,61602,,(309) 673-8900,SINGLE USE,OPEN,11060,PEORIA,17143,USA,40.69182957,-89.59360087,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://bradleybraves.com/sports/2016/6/16/carver.aspx?id=938,PEORIA CIVIC CENTER,,,2016-07-01,1,4,25,Salesforce
Sterling Commerce,SCC_3012,386,892,CLUNE ARENA,2169 FIELDHOUSE DRIVE,COLORADO SPRINGS,CO,80840,,(719) 333-4032,SINGLE USE,OPEN,5858,EL PASO,48141,USA,39.01371003,-104.8837,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://goairforcefalcons.com/sports/2018/6/21/facilities-clune-arena-html.aspx,CADET FIELD HOUSE,,,2014-09-01,1,4,25,Salesforce
Sterling Commerce,SCC_4150,389,362,ALLSTATE ARENA,6920 MANNHEIN ROAD,ROSEMONT,IL,60018,,(847) 635-6601,OTHER,OPEN,18500,COOK,27031,USA,42.00527,-87.88778,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://www.rosemont.com/allstate/,,,,2011-08-01,1,2,50,Salesforce
Sterling Commerce,SCC_4706,393,899,ALEX G. SPANOS CENTER,1178 LARRY HELLER DRIVE,STOCKTON,CA,95211,,(209) 946-2472,SINGLE USE,OPEN,6150,SAN JOAQUIN,6077,USA,37.97663497,-121.3150774,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.pacifictigers.com/information/facilities/spanos/index,,,,2016-05-01,1,4,25,Salesforce
Sterling Commerce,SCC_3324,397,903,ALUMNI GYMNASIUM,2083 LAWRENCEVILLE ROAD,LAWRENCEVILLE,NJ,8648,,(609) 896-5054,SINGLE USE,OPEN,1650,MERCER,38057,USA,40.27888812,-74.73541054,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://gobroncs.com/sports/2013/1/24/205337332.aspx,,,,2017-10-01,1,3,33,Salesforce
Sterling Commerce,SCC_1343,398,904,WEBSTER BANK ARENA,600 MAIN STREET,BRIDGEPORT,CT,6604,,(203) 345-2300,SINGLE USE,OPEN,10000,FAIRFIELD,45039,USA,41.17326999,-73.18708994,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.websterbankarena.com/,ARENA AT HARBOR YARD,,ARENA AT HARBOR YARD,2013-03-01,1,2,50,Salesforce
Sterling Commerce,SCC_1083,399,905,ALUMNI COLISEUM,KIT CARSON DRIVE AND PARK DRIVE,RICHMOND,KY,40475,,(859) 622-1253,SINGLE USE,OPEN,6500,MADISON,30057,USA,37.7373076,-84.30130987,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://ekusports.com/sports/2014/2/18/MBBALL_0218145418.aspx,,,,2012-04-01,1,4,25,Salesforce
Sterling Commerce,SCC_2183,402,908,WELLS FARGO ARENA,600 EAST VETERANS WAY,TEMPE,AZ,85281,,(480) 965-3482,SINGLE USE,OPEN,14198,MARICOPA,4013,USA,33.42448978,-111.930933,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://tours.asu.edu/tempe/wells-fargo-arena,,,,2015-09-01,1,4,25,Salesforce
Sterling Commerce,SCC_2800,404,910,ALUMNI HALL,DECATUR ROAD AND MCNAIR ROAD,ANNAPOLIS,MD,21402,,(410) 757-3093,SINGLE USE,OPEN,5710,ANNE ARUNDEL,24003,USA,38.9845185,-76.48780678,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://navysports.com/sports/2018/5/23/facilities-alumni-hall-html.aspx,,,,2012-08-01,1,4,25,Salesforce
Sterling Commerce,SCC_3490,407,913,BUD WALTON ARENA,1207 LEROY POND DRIVE,FAYETTEVILLE,AR,73701,,(479) 575-8618,SINGLE USE,OPEN,19368,WASHINGTON,48477,USA,36.06156233,-94.17819376,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.arkansasrazorbacks.com/bud-walton-arena/,,,,2017-12-01,1,2,50,Salesforce
Sterling Commerce,SCC_4044,408,914,ALUMNI GYM,WEST HAGGARD AVENUE AND NORTH WILLIAMSON AVENUE,ELON,NC,27244,,,SINGLE USE,OPEN,1607,ALAMANCE,37001,USA,36.10349766,-79.505321,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://elonphoenix.com/sports/2010/8/16/Fac_0816103912.aspx?id=38,KOURY ATHLETIC CENTER,,,2015-01-01,1,3,33,Salesforce
Sterling Commerce,SCC_3777,412,918,DAVEY WHITNEY COMPLEX,1000 ASU DRIVE,ALCORN,MS,39096,,,SINGLE USE,OPEN,7000,CLAIBORNE,28021,USA,31.87326997,-91.13325993,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://alcornsports.com/sports/2015/3/5/GEN_0305153532.aspx,,,,2018-11-01,1,3,33,Salesforce
Sterling Commerce,SCC_1415,413,919,DUNN-OLIVER ACADOME,SOUTH UNIVERSITY DRIVE AND ROBERT C. HATCH DRIVE,MONTGOMERY,AL,36106,,,SINGLE USE,OPEN,7400,MONTGOMERY,20125,USA,32.36182027,-86.29318998,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://bamastatesports.com/sports/2012/6/18/MBB_0618123941.aspx?tab=dunn-oliveracadome,,,,2019-06-01,1,3,33,Salesforce
Sterling Commerce,SCC_1368,414,920,KENNETH L. JOHNSON COMPLEX,1542 L. A. PREXY DAVIS DRIVE,PINE BLUFF,AR,71601,,,SINGLE USE,OPEN,4500,JEFFERSON,22051,USA,34.24595984,-92.02405922,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://uapblionsroar.com/index.aspx,HUBERT O. CLEMMONS BASKETBALL ARENA,,,2015-02-01,1,4,25,Salesforce
Sterling Commerce,SCC_2356,416,922,TACO BELL ARENA,1910 UNIVERSITY DRIVE,BOISE,ID,83725,,(208) 426-1900,SINGLE USE,OPEN,12380,ADA,16001,USA,43.60356119,-116.1988172,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://tacobellarena.com/,,,BSU PAVILION,2010-03-01,1,3,33,Salesforce
Sterling Commerce,SCC_2759,418,924,AGGANIS ARENA,925 COMMONWEALTH AVENUE,BOSTON,MA,2215,,(617) 358-7000,SINGLE USE,OPEN,7200,SUFFOLK,25025,USA,42.35224942,-71.11776324,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.agganisarena.com/,,,,2016-12-01,1,2,50,Salesforce
Sterling Commerce,SCC_1301,421,927,GALLAGHER CENTER,2009 NIAGARA UNIVERSITY,NIAGARA FALLS,NY,14109,,,SINGLE USE,OPEN,2400,NIAGARA,36063,USA,43.13711477,-79.03803883,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://purpleeagles.com/sports/2011/8/1/GallagherCenter.aspx?&tab=5,JOHN J. GALLAGHER CENTER,,,2010-12-01,1,3,33,Salesforce
Sterling Commerce,SCC_1353,422,928,KOESSLER ATHLETIC CENTER,2001 MAIN STREET,BUFFALO,NY,14208,,(716) 888-2950,SINGLE USE,OPEN,2196,ERIE,39043,USA,42.92098,-78.85764999,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://gogriffs.com/sports/2008/6/27/1498522.aspx#kac,,,,2019-07-01,1,3,33,Salesforce
Sterling Commerce,SCC_4966,423,929,CONVOCATION CENTER (MICHIGAN),799 NORTH HEWITT ROAD,YPSILANTI,MI,48197,,(734) 487-2282,SINGLE USE,OPEN,8824,WASHTENAW,26161,USA,42.25423678,-83.64743434,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://www.emich.edu/bookemu/venues/convocation/index.php,EMU CONVOCATION CENTER,,,2010-01-01,1,4,25,Salesforce
Sterling Commerce,SCC_2929,427,933,HAMPTON CONVOCATION CENTER,100 E QUEEN ST,HAMPTON,VA,23668,,(757) 728-6832,SINGLE USE,OPEN,7200,HAMPTON,51650,USA,37.01984776,-76.33101038,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://hucc.hamptonu.edu/,,,,2018-11-01,1,3,33,Salesforce
Sterling Commerce,SCC_4202,432,938,AMERICA FIRST EVENTS CENTER,351 WEST CENTER STREET,CEDAR CITY,UT,84720,,(435) 586-7872,SINGLE USE,OPEN,5300,IRON,49021,USA,37.67551835,-113.0729361,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://suutbirds.com/sports/2007/11/1/1302653.aspx,,,CENTRUM ARENA,2018-02-01,1,2,50,Salesforce
Sterling Commerce,SCC_1276,434,940,CHARLES KOCH ARENA,1845 FAIRMOUNT STREET,WICHITA,KS,67260,,(316) 978-3267,SINGLE USE,OPEN,10506,SEDGWICK,8115,USA,37.72172309,-97.29744556,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://goshockers.com/sports/2015/4/29/Charles_Koch_Arena_Facility.aspx?id=1,THE ROUNDHOUSE,,,2013-06-01,1,3,33,Salesforce
Sterling Commerce,SCC_3528,435,941,HULMAN ARENA,200 NORTH 8TH STREET,TERRE HAUTE,IN,47807,,(812) 237-3737,SINGLE USE,OPEN,10200,VIGO,18167,USA,39.46858004,-87.40524002,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://hulmancenter.org/,,,,2011-04-01,1,4,25,Salesforce
Sterling Commerce,SCC_3976,439,945,ED & RAE SCHOLLMAIER ARENA,2900 STADIUM DRIVE,FORT WORTH,TX,76109,,,SINGLE USE,OPEN,6800,TARRANT,48439,USA,32.70882647,-97.36671429,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://gofrogs.com/sports/2018/7/13/facilities-tcu-facilities-basketball-html.aspx,,,DANIEL-MEYER COLISEUM,2019-07-01,1,4,25,Salesforce
Sterling Commerce,SCC_1711,443,949,DETRICK GYMNASIUM,1615 STANLEY ST,NEW BRITAIN,CT,6053,,,SINGLE USE,OPEN,3200,HARTFORD,9003,USA,41.69316444,-72.7650488,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.ccsubluedevils.com/facilities/detrick/index,WILLIAM H. DETRICK GYMNASIUM,,,2017-07-01,1,3,33,Salesforce
Sterling Commerce,SCC_1053,445,951,CHILES CENTER,5000 N WILLAMETTE BLVD,PORTLAND,OR,97203,,(503) 943-7525,SINGLE USE,OPEN,4852,MULTNOMAH,41051,USA,45.57512077,-122.7285671,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://portlandpilots.com/sports/2008/8/11/MBB_0811084643.aspx,EARLE A. & VIRGINIA H. CHILES CENTER,,,2017-06-01,1,2,50,Salesforce
Sterling Commerce,SCC_2685,449,955,FLEISHER CENTER,80 LOCK STREET,NEWARK,NJ,7103,,,OTHER,OPEN,1500,ESSEX,25009,USA,40.7431,-74.17987001,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.njithighlanders.com/sports/2008/8/27/directions.aspx?tab=facilties,ESTELLE AND ZOOM FLEISHER ATHLETIC CENTER,,,2014-07-01,1,3,33,Salesforce
Sterling Commerce,SCC_1476,456,963,BRICK BREEDEN FIELDHOUSE,1 BOBCAT CIRCLE,BOZEMAN,MT,59715,,(406) 994-7117,SINGLE USE,OPEN,7250,GALLATIN,30031,USA,45.6633068,-111.0505727,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://brickbreeden.com/,WORTHINGTON ARENA,,,2013-08-01,1,3,33,Salesforce
Sterling Commerce,SCC_4838,457,964,BANK OF COLORADO ARENA,14TH AVENUE AND 21ST STREET,GREELY,CO,80631,,(970) 351-1890,SINGLE USE,OPEN,5000,WELD,8123,USA,40.4022472,-104.7030496,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://uncbears.com/news/2014/11/14/GEN_1114145219.aspx,,,BUTLER-HANCOCK SPORTS PAVILION,2011-01-01,1,4,25,Salesforce
Sterling Commerce,SCC_1718,459,966,DEE EVENTS CENTER,4444 HARRISON BOULEVARD,OGDEN,UT,84408,,(801) 626-8500,SINGLE USE,OPEN,11592,WEBER,49057,USA,41.1823939,-111.944973,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://static.weberstatesports.com/custompages/facilities/dee-events-center.html,,,,2018-10-01,1,3,33,Salesforce
Sterling Commerce,SCC_4062,460,967,HORNETS NEST,MORAGA WAY AND STATE UNIVERSITY DRIVE,SACRAMENTO,CA,95819,,,SINGLE USE,OPEN,1012,SACRAMENTO,6067,USA,38.56186242,-121.426895,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.hornetsports.com/information/facilities/The_Nest,COLBERG COURT,,,2016-03-01,1,3,33,Salesforce
Sterling Commerce,SCC_4490,461,968,WALKUP SKYDOME,EAST MCCONNELL DRIVE AND SAN FRANCISCO STREET,FLAGSTAFF,AZ,86001,,(928) 523-3449,SINGLE USE,OPEN,10000,COCONINO,4005,USA,35.18051176,-111.6529532,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://nauathletics.com/sports/2017/5/30/information-facilities-skydome.aspx,J. LAWRENCE WALKUP SKYDOME,,,2015-03-01,1,3,33,Salesforce
Sterling Commerce,SCC_1123,463,970,CSU FIELDHOUSE,UNIVERSITY BOULEVARD,CHARLESTON,SC,29401,,,SINGLE USE,OPEN,881,CHARLESTON,45019,USA,32.9808319,-80.06712238,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.csusports.com/information/buc_dome,THE BUC DOME,,,2011-06-01,1,4,25,Salesforce
Sterling Commerce,SCC_2384,466,973,CRISLER CENTER,333 EAST STADIUM BOULEVARD,ANN ARBOR,MI,48109,,(734) 763-0750,SINGLE USE,OPEN,12707,WASHTENAW,26161,USA,42.2650055,-83.74654893,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://mgoblue.com/sports/2017/6/16/facilities-crisler-center-html.aspx,,,CRISLER ARENA,2016-05-01,1,3,33,Salesforce
Sterling Commerce,SCC_3156,467,974,MACKEY ARENA,1000 JOHN R. WOODEN DR WEST,WEST LAFAYETTE,IN,47907,,(800) 497-7678,SINGLE USE,OPEN,14222,TIPPECANOE,18157,USA,40.43332993,-86.9161357,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://purduesports.com/facilities/?id=2,GUY MACKEY ARENA,,,2018-04-01,1,2,50,Salesforce
Sterling Commerce,SCC_2656,468,975,JACK BRESLIN STUDENT EVENT CENTER,534 BIRCH ROAD,EAST LANSING,MI,48823,,(517) 432-1989,SINGLE USE,OPEN,15085,INGHAM,26065,USA,42.72819636,-84.49244223,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://breslincenter.com/,,,,2015-07-01,1,3,33,Salesforce
Sterling Commerce,SCC_1588,469,976,BRYCE JORDAN CENTER,127 BYCE JORDAN CENTER,STATE COLLEGE,PA,16802,,(814) 863-5500,SINGLE USE,OPEN,15261,CENTRE,42027,USA,40.80866106,-77.85559317,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://bjc.psu.edu/,JORDAN CENTER,,,2019-12-01,1,2,50,Salesforce
Sterling Commerce,SCC_1560,472,979,BOB CARPENTER SPORTS/CONVOCATION CENTER,210 S COLLEGE AVE,NEWARK,DE,19702,,(302) 831-4507,SINGLE USE,OPEN,5000,NEW CASTLE,10003,USA,39.66042002,-75.74867999,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://bluehens.com/news/2013/8/31/209247928.aspx,,,,2014-04-01,1,2,50,Salesforce
Sterling Commerce,SCC_2034,476,983,DASKALAKIS ATHLETIC CENTER,33RD STREET AND MARKET STREET,PHILADELPHIA,PA,19104,,(215) 571-3777,SINGLE USE,OPEN,2532,PHILADELPHIA,42101,USA,39.95635083,-75.19062993,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://drexel.edu/recathletics/facilities/dac/,JOHN A. DASKALAKIS ATHLETIC CENTER,,,2018-09-01,1,2,50,Salesforce
Sterling Commerce,SCC_4833,479,986,CAM HENDERSON CENTER,19TH STREET AND 3RD AVENUE,HUNTINGTON,WV,25703,,,SINGLE USE,OPEN,9048,CABELL,54011,USA,38.42443572,-82.42508461,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://herdzone.com/sports/2018/6/11/facilities-henderson-center-html.aspx,,,,2013-08-01,1,3,33,Salesforce
Sterling Commerce,SCC_2988,480,987,DON HASKINS CENTER,500 WEST UNIVERSITY AVENUE,EL PASO,TX,79902,,(915) 747-5481,SINGLE USE,OPEN,12000,EL PASO,48141,USA,31.77758055,-106.5056993,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.utepspecialevents.com/venues/don_haskins_center,,,,2019-02-01,1,4,25,Salesforce
Sterling Commerce,SCC_2664,484,991,FERTITTA CENTER,3875 HOLMAN STREET,HOUSTON,TX,77004,,(713) 743-9450,SINGLE USE,OPEN,8479,HARRIS,48201,USA,29.72469234,-95.34702494,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://uhcougarpride.com/fertittacenter/index.html,GUY V. LEWIS COURT,,HOFHEINZ PAVILION,2014-02-01,1,2,50,Salesforce
Sterling Commerce,SCC_1358,486,993,CALIHAN HALL,4001 W. MCNICHOLS RD,DETROIT,MI,48221,,,SINGLE USE,OPEN,8837,WAYNE,49055,USA,42.41435789,-83.13597753,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://detroittitans.com/sports/2008/11/11/GEN_1111084603.aspx,,,,2013-02-01,1,3,33,Salesforce
Sterling Commerce,SCC_4072,487,994,NUTTER CENTER,3640 COLONEL GLENN HIGHWAY,DAYTON,OH,45324,,(937) 775-3498,SINGLE USE,OPEN,11200,GREEN,55045,USA,39.78218002,-84.05241998,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.nuttercenter.com/,ERWIN J. NUTTER CENTER,,,2012-10-01,1,2,50,Salesforce
Sterling Commerce,SCC_4269,490,997,SCHEELS CENTER,1600 UNIVERSITY DRIVE N,FARGO,ND,58102,,(701) 231-6378,SINGLE USE,OPEN,5830,CASS,27021,USA,46.90039,-96.79877002,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://gobison.com/facilities/?id=37,,,BISON SPORTS ARENA,2016-01-01,1,3,33,Salesforce
Sterling Commerce,SCC_1061,491,998,FROST ARENA,16TH AVENUE AND 11TH STREET,BROOKINGS,SD,57006,,(605) 688-6388,SINGLE USE,OPEN,6500,BROOKINGS,46011,USA,44.31797408,-96.7793,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://gojacks.com/facilities/?id=6,,,,2010-11-01,1,2,50,Salesforce
Sterling Commerce,SCC_1565,492,999,WILLET HALL,REDFORD STREET AND SPRUCE STREET,FARMVILLE,VA,23901,,,SINGLE USE,OPEN,1807,PRINCE EDWARD,51147,USA,37.29741003,-78.39577002,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://longwoodlancers.com/sports/2006/9/8/willetthall.aspx?id=462,HENRY I. WILLET JR. HALL,,,2016-08-01,1,2,50,Salesforce
Sterling Commerce,SCC_1502,503,1010,HOOPER EBLEN CENTER,WEST 12TH STREET AND NORTH WILLOW AVENUE,COOKSVILLE,TN,38501,,,SINGLE USE,OPEN,10152,PUTNAM,29171,USA,36.17839453,-85.50997141,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.ttusports.com/inside_athletics/facilities,EBLEN CENTER,,,2017-04-01,1,4,25,Salesforce
Sterling Commerce,SCC_3734,504,1011,LANTZ ARENA,GRANT AVENUE AND FOURTH STREET,CHARLESTON,IL,61920,,,SINGLE USE,OPEN,5400,COLES,17029,USA,39.48037678,-88.1788751,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://eiupanthers.com/sports/2007/6/25/Lantz%20Arena%20Complex.aspx?id=23,,,,2016-12-01,1,2,50,Salesforce
Sterling Commerce,SCC_2741,505,1012,EDWIN W. PAULEY PAVILION,555 WESTWOOD PLAZA,LOS ANGELES,CA,90095,,(310) 825-2101,SINGLE USE,OPEN,13800,LOS ANGELES,6037,USA,34.07036121,-118.4467999,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://uclabruins.com/facilities/?id=11,PAULEY PAVILION,,,2014-11-01,1,3,33,Salesforce
