recordId,plantID,sensorManufacturer,sensor_reading_timestamp,sensor_id,sensor_output,surrogate_id,create_date
SD_P89384_47087,P89384,Siemens,2020-08-04T23:00:00Z,HS001,48,HS001_2020-08-04T23:00:00Z,2020-08-04T23:00:00Z
SD_P89384_47088,P89384,Siemens,2020-08-04T23:30:00Z,HS001,39,HS001_2020-08-04T23:30:00Z,2020-08-04T23:30:00Z
SD_P89384_47089,P89384,Siemens,2020-08-05T00:00:00Z,HS001,49,HS001_2020-08-05T00:00:00Z,2020-08-05T00:00:00Z
SD_P89384_47090,P89384,Siemens,2020-08-05T00:30:00Z,HS001,49,HS001_2020-08-05T00:30:00Z,2020-08-05T00:30:00Z
SD_P89384_47091,P89384,Siemens,2020-08-05T01:00:00Z,HS001,45,HS001_2020-08-05T01:00:00Z,2020-08-05T01:00:00Z
SD_P89384_47092,P89384,Siemens,2020-08-05T01:30:00Z,HS001,49,HS001_2020-08-05T01:30:00Z,2020-08-05T01:30:00Z
SD_P89384_47093,P89384,Siemens,2020-08-05T02:00:00Z,HS001,39,HS001_2020-08-05T02:00:00Z,2020-08-05T02:00:00Z
SD_P89384_47094,P89384,Siemens,2020-08-05T02:30:00Z,HS001,42,HS001_2020-08-05T02:30:00Z,2020-08-05T02:30:00Z
SD_P89384_47095,P89384,Siemens,2020-08-05T03:00:00Z,HS001,50,HS001_2020-08-05T03:00:00Z,2020-08-05T03:00:00Z
SD_P89384_47096,P89384,Siemens,2020-08-05T03:30:00Z,HS001,54,HS001_2020-08-05T03:30:00Z,2020-08-05T03:30:00Z
SD_P89384_47097,P89384,Siemens,2020-08-05T04:00:00Z,HS001,47,HS001_2020-08-05T04:00:00Z,2020-08-05T04:00:00Z
SD_P89384_47098,P89384,Siemens,2020-08-05T04:30:00Z,HS001,45,HS001_2020-08-05T04:30:00Z,2020-08-05T04:30:00Z
SD_P89384_47099,P89384,Siemens,2020-08-05T05:00:00Z,HS001,42,HS001_2020-08-05T05:00:00Z,2020-08-05T05:00:00Z
SD_P89384_47100,P89384,Siemens,2020-08-05T05:30:00Z,HS001,55,HS001_2020-08-05T05:30:00Z,2020-08-05T05:30:00Z
SD_P89384_47101,P89384,Siemens,2020-08-05T06:00:00Z,HS001,38,HS001_2020-08-05T06:00:00Z,2020-08-05T06:00:00Z
SD_P89384_47102,P89384,Siemens,2020-08-05T06:30:00Z,HS001,53,HS001_2020-08-05T06:30:00Z,2020-08-05T06:30:00Z
SD_P89384_47103,P89384,Siemens,2020-08-05T07:00:00Z,HS001,43,HS001_2020-08-05T07:00:00Z,2020-08-05T07:00:00Z
SD_P89384_47104,P89384,Siemens,2020-08-05T07:30:00Z,HS001,48,HS001_2020-08-05T07:30:00Z,2020-08-05T07:30:00Z
SD_P89384_47105,P89384,Siemens,2020-08-05T08:00:00Z,HS001,39,HS001_2020-08-05T08:00:00Z,2020-08-05T08:00:00Z
SD_P89384_47106,P89384,Siemens,2020-08-05T08:30:00Z,HS001,48,HS001_2020-08-05T08:30:00Z,2020-08-05T08:30:00Z
SD_P89384_47107,P89384,Siemens,2020-08-05T09:00:00Z,HS001,43,HS001_2020-08-05T09:00:00Z,2020-08-05T09:00:00Z
SD_P89384_47108,P89384,Siemens,2020-08-05T09:30:00Z,HS001,51,HS001_2020-08-05T09:30:00Z,2020-08-05T09:30:00Z
SD_P89384_47109,P89384,Siemens,2020-08-05T10:00:00Z,HS001,46,HS001_2020-08-05T10:00:00Z,2020-08-05T10:00:00Z
SD_P89384_47110,P89384,Siemens,2020-08-05T10:30:00Z,HS001,42,HS001_2020-08-05T10:30:00Z,2020-08-05T10:30:00Z
SD_P89384_47111,P89384,Siemens,2020-08-05T11:00:00Z,HS001,55,HS001_2020-08-05T11:00:00Z,2020-08-05T11:00:00Z
SD_P89384_47112,P89384,Siemens,2020-08-05T11:30:00Z,HS001,50,HS001_2020-08-05T11:30:00Z,2020-08-05T11:30:00Z
SD_P89384_47113,P89384,Siemens,2020-08-05T12:00:00Z,HS001,46,HS001_2020-08-05T12:00:00Z,2020-08-05T12:00:00Z
SD_P89384_47114,P89384,Siemens,2020-08-05T12:30:00Z,HS001,54,HS001_2020-08-05T12:30:00Z,2020-08-05T12:30:00Z
SD_P89384_47115,P89384,Siemens,2020-08-05T13:00:00Z,HS001,44,HS001_2020-08-05T13:00:00Z,2020-08-05T13:00:00Z
SD_P89384_47116,P89384,Siemens,2020-08-05T13:30:00Z,HS001,39,HS001_2020-08-05T13:30:00Z,2020-08-05T13:30:00Z
SD_P89384_47117,P89384,Siemens,2020-08-05T14:00:00Z,HS001,49,HS001_2020-08-05T14:00:00Z,2020-08-05T14:00:00Z
SD_P89384_47118,P89384,Siemens,2020-08-05T14:30:00Z,HS001,45,HS001_2020-08-05T14:30:00Z,2020-08-05T14:30:00Z
SD_P89384_47119,P89384,Siemens,2020-08-05T15:00:00Z,HS001,39,HS001_2020-08-05T15:00:00Z,2020-08-05T15:00:00Z
SD_P89384_47120,P89384,Siemens,2020-08-05T15:30:00Z,HS001,40,HS001_2020-08-05T15:30:00Z,2020-08-05T15:30:00Z
SD_P89384_47121,P89384,Siemens,2020-08-05T16:00:00Z,HS001,48,HS001_2020-08-05T16:00:00Z,2020-08-05T16:00:00Z
SD_P89384_47122,P89384,Siemens,2020-08-05T16:30:00Z,HS001,55,HS001_2020-08-05T16:30:00Z,2020-08-05T16:30:00Z
SD_P89384_47123,P89384,Siemens,2020-08-05T17:00:00Z,HS001,44,HS001_2020-08-05T17:00:00Z,2020-08-05T17:00:00Z
SD_P89384_47124,P89384,Siemens,2020-08-05T17:30:00Z,HS001,40,HS001_2020-08-05T17:30:00Z,2020-08-05T17:30:00Z
SD_P89384_47125,P89384,Siemens,2020-08-05T18:00:00Z,HS001,55,HS001_2020-08-05T18:00:00Z,2020-08-05T18:00:00Z
SD_P89384_47126,P89384,Siemens,2020-08-05T18:30:00Z,HS001,54,HS001_2020-08-05T18:30:00Z,2020-08-05T18:30:00Z
SD_P89384_47127,P89384,Siemens,2020-08-05T19:00:00Z,HS001,44,HS001_2020-08-05T19:00:00Z,2020-08-05T19:00:00Z
SD_P89384_47128,P89384,Siemens,2020-08-05T19:30:00Z,HS001,51,HS001_2020-08-05T19:30:00Z,2020-08-05T19:30:00Z
SD_P89384_47129,P89384,Siemens,2020-08-05T20:00:00Z,HS001,55,HS001_2020-08-05T20:00:00Z,2020-08-05T20:00:00Z
SD_P89384_47130,P89384,Siemens,2020-08-05T20:30:00Z,HS001,47,HS001_2020-08-05T20:30:00Z,2020-08-05T20:30:00Z
SD_P89384_47131,P89384,Siemens,2020-08-05T21:00:00Z,HS001,55,HS001_2020-08-05T21:00:00Z,2020-08-05T21:00:00Z
SD_P89384_47132,P89384,Siemens,2020-08-05T21:30:00Z,HS001,40,HS001_2020-08-05T21:30:00Z,2020-08-05T21:30:00Z
SD_P89384_47133,P89384,Siemens,2020-08-05T22:00:00Z,HS001,38,HS001_2020-08-05T22:00:00Z,2020-08-05T22:00:00Z
SD_P89384_47134,P89384,Siemens,2020-08-05T22:30:00Z,HS001,40,HS001_2020-08-05T22:30:00Z,2020-08-05T22:30:00Z
SD_P89384_47135,P89384,Siemens,2020-08-05T23:00:00Z,HS001,44,HS001_2020-08-05T23:00:00Z,2020-08-05T23:00:00Z
SD_P89384_47136,P89384,Siemens,2020-08-05T23:30:00Z,HS001,45,HS001_2020-08-05T23:30:00Z,2020-08-05T23:30:00Z
SD_P89384_47137,P89384,Siemens,2020-08-06T00:00:00Z,HS001,52,HS001_2020-08-06T00:00:00Z,2020-08-06T00:00:00Z
SD_P89384_47138,P89384,Siemens,2020-08-06T00:30:00Z,HS001,47,HS001_2020-08-06T00:30:00Z,2020-08-06T00:30:00Z
SD_P89384_47139,P89384,Siemens,2020-08-06T01:00:00Z,HS001,53,HS001_2020-08-06T01:00:00Z,2020-08-06T01:00:00Z
SD_P89384_47140,P89384,Siemens,2020-08-06T01:30:00Z,HS001,53,HS001_2020-08-06T01:30:00Z,2020-08-06T01:30:00Z
SD_P89384_47141,P89384,Siemens,2020-08-06T02:00:00Z,HS001,52,HS001_2020-08-06T02:00:00Z,2020-08-06T02:00:00Z
SD_P89384_47142,P89384,Siemens,2020-08-06T02:30:00Z,HS001,43,HS001_2020-08-06T02:30:00Z,2020-08-06T02:30:00Z
SD_P89384_47143,P89384,Siemens,2020-08-06T03:00:00Z,HS001,55,HS001_2020-08-06T03:00:00Z,2020-08-06T03:00:00Z
SD_P89384_47144,P89384,Siemens,2020-08-06T03:30:00Z,HS001,48,HS001_2020-08-06T03:30:00Z,2020-08-06T03:30:00Z
SD_P89384_47145,P89384,Siemens,2020-08-06T04:00:00Z,HS001,51,HS001_2020-08-06T04:00:00Z,2020-08-06T04:00:00Z
SD_P89384_47146,P89384,Siemens,2020-08-06T04:30:00Z,HS001,39,HS001_2020-08-06T04:30:00Z,2020-08-06T04:30:00Z
SD_P89384_47147,P89384,Siemens,2020-08-06T05:00:00Z,HS001,40,HS001_2020-08-06T05:00:00Z,2020-08-06T05:00:00Z
SD_P89384_47148,P89384,Siemens,2020-08-06T05:30:00Z,HS001,50,HS001_2020-08-06T05:30:00Z,2020-08-06T05:30:00Z
SD_P89384_47149,P89384,Siemens,2020-08-06T06:00:00Z,HS001,54,HS001_2020-08-06T06:00:00Z,2020-08-06T06:00:00Z
SD_P89384_47150,P89384,Siemens,2020-08-06T06:30:00Z,HS001,50,HS001_2020-08-06T06:30:00Z,2020-08-06T06:30:00Z
SD_P89384_47151,P89384,Siemens,2020-08-06T07:00:00Z,HS001,38,HS001_2020-08-06T07:00:00Z,2020-08-06T07:00:00Z
SD_P89384_47152,P89384,Siemens,2020-08-06T07:30:00Z,HS001,50,HS001_2020-08-06T07:30:00Z,2020-08-06T07:30:00Z
SD_P89384_47153,P89384,Siemens,2020-08-06T08:00:00Z,HS001,53,HS001_2020-08-06T08:00:00Z,2020-08-06T08:00:00Z
SD_P89384_47154,P89384,Siemens,2020-08-06T08:30:00Z,HS001,53,HS001_2020-08-06T08:30:00Z,2020-08-06T08:30:00Z
SD_P89384_47155,P89384,Siemens,2020-08-06T09:00:00Z,HS001,40,HS001_2020-08-06T09:00:00Z,2020-08-06T09:00:00Z
SD_P89384_47156,P89384,Siemens,2020-08-06T09:30:00Z,HS001,47,HS001_2020-08-06T09:30:00Z,2020-08-06T09:30:00Z
SD_P89384_47157,P89384,Siemens,2020-08-06T10:00:00Z,HS001,49,HS001_2020-08-06T10:00:00Z,2020-08-06T10:00:00Z
SD_P89384_47158,P89384,Siemens,2020-08-06T10:30:00Z,HS001,40,HS001_2020-08-06T10:30:00Z,2020-08-06T10:30:00Z
SD_P89384_47159,P89384,Siemens,2020-08-06T11:00:00Z,HS001,50,HS001_2020-08-06T11:00:00Z,2020-08-06T11:00:00Z
SD_P89384_47160,P89384,Siemens,2020-08-06T11:30:00Z,HS001,38,HS001_2020-08-06T11:30:00Z,2020-08-06T11:30:00Z
SD_P89384_47161,P89384,Siemens,2020-08-06T12:00:00Z,HS001,52,HS001_2020-08-06T12:00:00Z,2020-08-06T12:00:00Z
SD_P89384_47162,P89384,Siemens,2020-08-06T12:30:00Z,HS001,39,HS001_2020-08-06T12:30:00Z,2020-08-06T12:30:00Z
SD_P89384_47163,P89384,Siemens,2020-08-06T13:00:00Z,HS001,49,HS001_2020-08-06T13:00:00Z,2020-08-06T13:00:00Z
SD_P89384_47164,P89384,Siemens,2020-08-06T13:30:00Z,HS001,53,HS001_2020-08-06T13:30:00Z,2020-08-06T13:30:00Z
SD_P89384_47165,P89384,Siemens,2020-08-06T14:00:00Z,HS001,41,HS001_2020-08-06T14:00:00Z,2020-08-06T14:00:00Z
SD_P89384_47166,P89384,Siemens,2020-08-06T14:30:00Z,HS001,49,HS001_2020-08-06T14:30:00Z,2020-08-06T14:30:00Z
SD_P89384_47167,P89384,Siemens,2020-08-06T15:00:00Z,HS001,42,HS001_2020-08-06T15:00:00Z,2020-08-06T15:00:00Z
SD_P89384_47168,P89384,Siemens,2020-08-06T15:30:00Z,HS001,42,HS001_2020-08-06T15:30:00Z,2020-08-06T15:30:00Z
SD_P89384_47169,P89384,Siemens,2020-08-06T16:00:00Z,HS001,47,HS001_2020-08-06T16:00:00Z,2020-08-06T16:00:00Z
SD_P89384_47170,P89384,Siemens,2020-08-06T16:30:00Z,HS001,45,HS001_2020-08-06T16:30:00Z,2020-08-06T16:30:00Z
SD_P89384_47171,P89384,Siemens,2020-08-06T17:00:00Z,HS001,48,HS001_2020-08-06T17:00:00Z,2020-08-06T17:00:00Z
SD_P89384_47172,P89384,Siemens,2020-08-06T17:30:00Z,HS001,40,HS001_2020-08-06T17:30:00Z,2020-08-06T17:30:00Z
SD_P89384_47173,P89384,Siemens,2020-08-06T18:00:00Z,HS001,39,HS001_2020-08-06T18:00:00Z,2020-08-06T18:00:00Z
SD_P89384_47174,P89384,Siemens,2020-08-06T18:30:00Z,HS001,42,HS001_2020-08-06T18:30:00Z,2020-08-06T18:30:00Z
SD_P89384_47175,P89384,Siemens,2020-08-06T19:00:00Z,HS001,49,HS001_2020-08-06T19:00:00Z,2020-08-06T19:00:00Z
SD_P89384_47176,P89384,Siemens,2020-08-06T19:30:00Z,HS001,50,HS001_2020-08-06T19:30:00Z,2020-08-06T19:30:00Z
SD_P89384_47177,P89384,Siemens,2020-08-06T20:00:00Z,HS001,55,HS001_2020-08-06T20:00:00Z,2020-08-06T20:00:00Z
SD_P89384_47178,P89384,Siemens,2020-08-06T20:30:00Z,HS001,38,HS001_2020-08-06T20:30:00Z,2020-08-06T20:30:00Z
SD_P89384_47179,P89384,Siemens,2020-08-06T21:00:00Z,HS001,55,HS001_2020-08-06T21:00:00Z,2020-08-06T21:00:00Z
SD_P89384_47180,P89384,Siemens,2020-08-06T21:30:00Z,HS001,45,HS001_2020-08-06T21:30:00Z,2020-08-06T21:30:00Z
SD_P89384_47181,P89384,Siemens,2020-08-06T22:00:00Z,HS001,48,HS001_2020-08-06T22:00:00Z,2020-08-06T22:00:00Z
SD_P89384_47182,P89384,Siemens,2020-08-06T22:30:00Z,HS001,43,HS001_2020-08-06T22:30:00Z,2020-08-06T22:30:00Z
SD_P89384_47183,P89384,Siemens,2020-08-06T23:00:00Z,HS001,51,HS001_2020-08-06T23:00:00Z,2020-08-06T23:00:00Z
SD_P89384_47184,P89384,Siemens,2020-08-06T23:30:00Z,HS001,49,HS001_2020-08-06T23:30:00Z,2020-08-06T23:30:00Z
SD_P89384_47185,P89384,Siemens,2020-08-07T00:00:00Z,HS001,44,HS001_2020-08-07T00:00:00Z,2020-08-07T00:00:00Z
SD_P89384_47186,P89384,Siemens,2020-08-07T00:30:00Z,HS001,49,HS001_2020-08-07T00:30:00Z,2020-08-07T00:30:00Z
SD_P89384_47187,P89384,Siemens,2020-08-07T01:00:00Z,HS001,39,HS001_2020-08-07T01:00:00Z,2020-08-07T01:00:00Z
SD_P89384_47188,P89384,Siemens,2020-08-07T01:30:00Z,HS001,50,HS001_2020-08-07T01:30:00Z,2020-08-07T01:30:00Z
SD_P89384_47189,P89384,Siemens,2020-08-07T02:00:00Z,HS001,51,HS001_2020-08-07T02:00:00Z,2020-08-07T02:00:00Z
SD_P89384_47190,P89384,Siemens,2020-08-07T02:30:00Z,HS001,42,HS001_2020-08-07T02:30:00Z,2020-08-07T02:30:00Z
SD_P89384_47191,P89384,Siemens,2020-08-07T03:00:00Z,HS001,52,HS001_2020-08-07T03:00:00Z,2020-08-07T03:00:00Z
SD_P89384_47192,P89384,Siemens,2020-08-07T03:30:00Z,HS001,53,HS001_2020-08-07T03:30:00Z,2020-08-07T03:30:00Z
SD_P89384_47193,P89384,Siemens,2020-08-07T04:00:00Z,HS001,53,HS001_2020-08-07T04:00:00Z,2020-08-07T04:00:00Z
SD_P89384_47194,P89384,Siemens,2020-08-07T04:30:00Z,HS001,49,HS001_2020-08-07T04:30:00Z,2020-08-07T04:30:00Z
SD_P89384_47195,P89384,Siemens,2020-08-07T05:00:00Z,HS001,44,HS001_2020-08-07T05:00:00Z,2020-08-07T05:00:00Z
SD_P89384_47196,P89384,Siemens,2020-08-07T05:30:00Z,HS001,54,HS001_2020-08-07T05:30:00Z,2020-08-07T05:30:00Z
SD_P89384_47197,P89384,Siemens,2020-08-07T06:00:00Z,HS001,52,HS001_2020-08-07T06:00:00Z,2020-08-07T06:00:00Z
SD_P89384_47198,P89384,Siemens,2020-08-07T06:30:00Z,HS001,50,HS001_2020-08-07T06:30:00Z,2020-08-07T06:30:00Z
SD_P89384_47199,P89384,Siemens,2020-08-07T07:00:00Z,HS001,51,HS001_2020-08-07T07:00:00Z,2020-08-07T07:00:00Z
SD_P89384_47200,P89384,Siemens,2020-08-07T07:30:00Z,HS001,40,HS001_2020-08-07T07:30:00Z,2020-08-07T07:30:00Z
SD_P89384_47201,P89384,Siemens,2020-08-07T08:00:00Z,HS001,50,HS001_2020-08-07T08:00:00Z,2020-08-07T08:00:00Z
SD_P89384_47202,P89384,Siemens,2020-08-07T08:30:00Z,HS001,45,HS001_2020-08-07T08:30:00Z,2020-08-07T08:30:00Z
SD_P89384_47203,P89384,Siemens,2020-08-07T09:00:00Z,HS001,45,HS001_2020-08-07T09:00:00Z,2020-08-07T09:00:00Z
SD_P89384_47204,P89384,Siemens,2020-08-07T09:30:00Z,HS001,53,HS001_2020-08-07T09:30:00Z,2020-08-07T09:30:00Z
SD_P89384_47205,P89384,Siemens,2020-08-07T10:00:00Z,HS001,45,HS001_2020-08-07T10:00:00Z,2020-08-07T10:00:00Z
SD_P89384_47206,P89384,Siemens,2020-08-07T10:30:00Z,HS001,49,HS001_2020-08-07T10:30:00Z,2020-08-07T10:30:00Z
SD_P89384_47207,P89384,Siemens,2020-08-07T11:00:00Z,HS001,53,HS001_2020-08-07T11:00:00Z,2020-08-07T11:00:00Z
SD_P89384_47208,P89384,Siemens,2020-08-07T11:30:00Z,HS001,55,HS001_2020-08-07T11:30:00Z,2020-08-07T11:30:00Z
SD_P89384_47209,P89384,Siemens,2020-08-07T12:00:00Z,HS001,44,HS001_2020-08-07T12:00:00Z,2020-08-07T12:00:00Z
SD_P89384_47210,P89384,Siemens,2020-08-07T12:30:00Z,HS001,40,HS001_2020-08-07T12:30:00Z,2020-08-07T12:30:00Z
SD_P89384_47211,P89384,Siemens,2020-08-07T13:00:00Z,HS001,51,HS001_2020-08-07T13:00:00Z,2020-08-07T13:00:00Z
SD_P89384_47212,P89384,Siemens,2020-08-07T13:30:00Z,HS001,39,HS001_2020-08-07T13:30:00Z,2020-08-07T13:30:00Z
SD_P89384_47213,P89384,Siemens,2020-08-07T14:00:00Z,HS001,50,HS001_2020-08-07T14:00:00Z,2020-08-07T14:00:00Z
SD_P89384_47214,P89384,Siemens,2020-08-07T14:30:00Z,HS001,40,HS001_2020-08-07T14:30:00Z,2020-08-07T14:30:00Z
SD_P89384_47215,P89384,Siemens,2020-08-07T15:00:00Z,HS001,39,HS001_2020-08-07T15:00:00Z,2020-08-07T15:00:00Z
SD_P89384_47216,P89384,Siemens,2020-08-07T15:30:00Z,HS001,44,HS001_2020-08-07T15:30:00Z,2020-08-07T15:30:00Z
SD_P89384_47217,P89384,Siemens,2020-08-07T16:00:00Z,HS001,43,HS001_2020-08-07T16:00:00Z,2020-08-07T16:00:00Z
SD_P89384_47218,P89384,Siemens,2020-08-07T16:30:00Z,HS001,55,HS001_2020-08-07T16:30:00Z,2020-08-07T16:30:00Z
SD_P89384_47219,P89384,Siemens,2020-08-07T17:00:00Z,HS001,38,HS001_2020-08-07T17:00:00Z,2020-08-07T17:00:00Z
SD_P89384_47220,P89384,Siemens,2020-08-07T17:30:00Z,HS001,49,HS001_2020-08-07T17:30:00Z,2020-08-07T17:30:00Z
SD_P89384_47221,P89384,Siemens,2020-08-07T18:00:00Z,HS001,39,HS001_2020-08-07T18:00:00Z,2020-08-07T18:00:00Z
SD_P89384_47222,P89384,Siemens,2020-08-07T18:30:00Z,HS001,47,HS001_2020-08-07T18:30:00Z,2020-08-07T18:30:00Z
SD_P89384_47223,P89384,Siemens,2020-08-07T19:00:00Z,HS001,42,HS001_2020-08-07T19:00:00Z,2020-08-07T19:00:00Z
SD_P89384_47224,P89384,Siemens,2020-08-07T19:30:00Z,HS001,51,HS001_2020-08-07T19:30:00Z,2020-08-07T19:30:00Z
SD_P89384_47225,P89384,Siemens,2020-08-07T20:00:00Z,HS001,47,HS001_2020-08-07T20:00:00Z,2020-08-07T20:00:00Z
SD_P89384_47226,P89384,Siemens,2020-08-07T20:30:00Z,HS001,52,HS001_2020-08-07T20:30:00Z,2020-08-07T20:30:00Z
SD_P89384_47227,P89384,Siemens,2020-08-07T21:00:00Z,HS001,40,HS001_2020-08-07T21:00:00Z,2020-08-07T21:00:00Z
SD_P89384_47228,P89384,Siemens,2020-08-07T21:30:00Z,HS001,39,HS001_2020-08-07T21:30:00Z,2020-08-07T21:30:00Z
SD_P89384_47229,P89384,Siemens,2020-08-07T22:00:00Z,HS001,42,HS001_2020-08-07T22:00:00Z,2020-08-07T22:00:00Z
SD_P89384_47230,P89384,Siemens,2020-08-07T22:30:00Z,HS001,44,HS001_2020-08-07T22:30:00Z,2020-08-07T22:30:00Z
SD_P89384_47231,P89384,Siemens,2020-08-07T23:00:00Z,HS001,54,HS001_2020-08-07T23:00:00Z,2020-08-07T23:00:00Z
SD_P89384_47232,P89384,Siemens,2020-08-07T23:30:00Z,HS001,52,HS001_2020-08-07T23:30:00Z,2020-08-07T23:30:00Z
SD_P89384_47233,P89384,Siemens,2020-08-08T00:00:00Z,HS001,38,HS001_2020-08-08T00:00:00Z,2020-08-08T00:00:00Z
SD_P89384_47234,P89384,Siemens,2020-08-08T00:30:00Z,HS001,41,HS001_2020-08-08T00:30:00Z,2020-08-08T00:30:00Z
SD_P89384_47235,P89384,Siemens,2020-08-08T01:00:00Z,HS001,52,HS001_2020-08-08T01:00:00Z,2020-08-08T01:00:00Z
SD_P89384_47236,P89384,Siemens,2020-08-08T01:30:00Z,HS001,44,HS001_2020-08-08T01:30:00Z,2020-08-08T01:30:00Z
SD_P89384_47237,P89384,Siemens,2020-08-08T02:00:00Z,HS001,51,HS001_2020-08-08T02:00:00Z,2020-08-08T02:00:00Z
SD_P89384_47238,P89384,Siemens,2020-08-08T02:30:00Z,HS001,38,HS001_2020-08-08T02:30:00Z,2020-08-08T02:30:00Z
SD_P89384_47239,P89384,Siemens,2020-08-08T03:00:00Z,HS001,47,HS001_2020-08-08T03:00:00Z,2020-08-08T03:00:00Z
SD_P89384_47240,P89384,Siemens,2020-08-08T03:30:00Z,HS001,41,HS001_2020-08-08T03:30:00Z,2020-08-08T03:30:00Z
SD_P89384_47241,P89384,Siemens,2020-08-08T04:00:00Z,HS001,52,HS001_2020-08-08T04:00:00Z,2020-08-08T04:00:00Z
SD_P89384_47242,P89384,Siemens,2020-08-08T04:30:00Z,HS001,39,HS001_2020-08-08T04:30:00Z,2020-08-08T04:30:00Z
SD_P89384_47243,P89384,Siemens,2020-08-08T05:00:00Z,HS001,43,HS001_2020-08-08T05:00:00Z,2020-08-08T05:00:00Z
SD_P89384_47244,P89384,Siemens,2020-08-08T05:30:00Z,HS001,42,HS001_2020-08-08T05:30:00Z,2020-08-08T05:30:00Z
SD_P89384_47245,P89384,Siemens,2020-08-08T06:00:00Z,HS001,55,HS001_2020-08-08T06:00:00Z,2020-08-08T06:00:00Z
SD_P89384_47246,P89384,Siemens,2020-08-08T06:30:00Z,HS001,44,HS001_2020-08-08T06:30:00Z,2020-08-08T06:30:00Z
SD_P89384_47247,P89384,Siemens,2020-08-08T07:00:00Z,HS001,46,HS001_2020-08-08T07:00:00Z,2020-08-08T07:00:00Z
SD_P89384_47248,P89384,Siemens,2020-08-08T07:30:00Z,HS001,48,HS001_2020-08-08T07:30:00Z,2020-08-08T07:30:00Z
SD_P89384_47249,P89384,Siemens,2020-08-08T08:00:00Z,HS001,38,HS001_2020-08-08T08:00:00Z,2020-08-08T08:00:00Z
SD_P89384_47250,P89384,Siemens,2020-08-08T08:30:00Z,HS001,41,HS001_2020-08-08T08:30:00Z,2020-08-08T08:30:00Z
SD_P89384_47251,P89384,Siemens,2020-08-08T09:00:00Z,HS001,45,HS001_2020-08-08T09:00:00Z,2020-08-08T09:00:00Z
SD_P89384_47252,P89384,Siemens,2020-08-08T09:30:00Z,HS001,46,HS001_2020-08-08T09:30:00Z,2020-08-08T09:30:00Z
SD_P89384_47253,P89384,Siemens,2020-08-08T10:00:00Z,HS001,53,HS001_2020-08-08T10:00:00Z,2020-08-08T10:00:00Z
SD_P89384_47254,P89384,Siemens,2020-08-08T10:30:00Z,HS001,47,HS001_2020-08-08T10:30:00Z,2020-08-08T10:30:00Z
SD_P89384_47255,P89384,Siemens,2020-08-08T11:00:00Z,HS001,52,HS001_2020-08-08T11:00:00Z,2020-08-08T11:00:00Z
SD_P89384_47256,P89384,Siemens,2020-08-08T11:30:00Z,HS001,38,HS001_2020-08-08T11:30:00Z,2020-08-08T11:30:00Z
SD_P89384_47257,P89384,Siemens,2020-08-08T12:00:00Z,HS001,43,HS001_2020-08-08T12:00:00Z,2020-08-08T12:00:00Z
SD_P89384_47258,P89384,Siemens,2020-08-08T12:30:00Z,HS001,54,HS001_2020-08-08T12:30:00Z,2020-08-08T12:30:00Z
SD_P89384_47259,P89384,Siemens,2020-08-08T13:00:00Z,HS001,42,HS001_2020-08-08T13:00:00Z,2020-08-08T13:00:00Z
SD_P89384_47260,P89384,Siemens,2020-08-08T13:30:00Z,HS001,46,HS001_2020-08-08T13:30:00Z,2020-08-08T13:30:00Z
SD_P89384_47261,P89384,Siemens,2020-08-08T14:00:00Z,HS001,45,HS001_2020-08-08T14:00:00Z,2020-08-08T14:00:00Z
SD_P89384_47262,P89384,Siemens,2020-08-08T14:30:00Z,HS001,54,HS001_2020-08-08T14:30:00Z,2020-08-08T14:30:00Z
SD_P89384_47263,P89384,Siemens,2020-08-08T15:00:00Z,HS001,45,HS001_2020-08-08T15:00:00Z,2020-08-08T15:00:00Z
SD_P89384_47264,P89384,Siemens,2020-08-08T15:30:00Z,HS001,42,HS001_2020-08-08T15:30:00Z,2020-08-08T15:30:00Z
SD_P89384_47265,P89384,Siemens,2020-08-08T16:00:00Z,HS001,39,HS001_2020-08-08T16:00:00Z,2020-08-08T16:00:00Z
SD_P89384_47266,P89384,Siemens,2020-08-08T16:30:00Z,HS001,51,HS001_2020-08-08T16:30:00Z,2020-08-08T16:30:00Z
SD_P89384_47267,P89384,Siemens,2020-08-08T17:00:00Z,HS001,41,HS001_2020-08-08T17:00:00Z,2020-08-08T17:00:00Z
SD_P89384_47268,P89384,Siemens,2020-08-08T17:30:00Z,HS001,53,HS001_2020-08-08T17:30:00Z,2020-08-08T17:30:00Z
SD_P89384_47269,P89384,Siemens,2020-08-08T18:00:00Z,HS001,49,HS001_2020-08-08T18:00:00Z,2020-08-08T18:00:00Z
SD_P89384_47270,P89384,Siemens,2020-08-08T18:30:00Z,HS001,38,HS001_2020-08-08T18:30:00Z,2020-08-08T18:30:00Z
SD_P89384_47271,P89384,Siemens,2020-08-08T19:00:00Z,HS001,47,HS001_2020-08-08T19:00:00Z,2020-08-08T19:00:00Z
SD_P89384_47272,P89384,Siemens,2020-08-08T19:30:00Z,HS001,54,HS001_2020-08-08T19:30:00Z,2020-08-08T19:30:00Z
SD_P89384_47273,P89384,Siemens,2020-08-08T20:00:00Z,HS001,46,HS001_2020-08-08T20:00:00Z,2020-08-08T20:00:00Z
SD_P89384_47274,P89384,Siemens,2020-08-08T20:30:00Z,HS001,43,HS001_2020-08-08T20:30:00Z,2020-08-08T20:30:00Z
